STRING_NEWYORK_EN,NEWYORK,,,,,,,,
STRING_BEIJING_EN,BEIJING,,,,,,,,
STRING_TOYKO_EN,TOYKO,,,,,,,,
STRING_VENEZIA_EN,VENEZIA,,,,,,,,
STRING_GIFTBOX_READY,대기중,Waiting,Warten,Ожидание,待機中,正在等待,等待中,กำลังรอ,Attendre
STRING_PROFILE_RESET,이미지 새로고침,Refresh Image,Bild aktualisieren,Обновление изображения,画像更新,图像刷新,重新整理圖片,รีเฟรชภาพ,mettre à jour l'image
STRING_PROFILE_CHANGE,이미지 변경,Change Image,Bild ändern,Изменение изображения,画像変更,更改图像,變更圖片,แก้ไขภาพ,changer la photo
STRING_AD_REMAIN,남은 광고: <s0>회,Remaining Ads: <s0>time(s),Verbleibende Werbespots: <s0> Mal,Оставшаяся реклама <s0> раз,残り広告：<s0>回,剩余广告：<s0>次,剩餘廣告：<s0>次,โฆษณาที่เหลืออยู่: <s0> ครั้ง,Publicités restantes: <s0>fois
STRING_SHARE_MSG,우리 Idle Store 같이해요.,Let’s do Idle Store together.,Lass uns Idle Store zusammen spielen.,Присоединяйтесь к нашему Idle Store.,私とIdle Storeで一緒に遊びましょう。,加入我们Idle Store吧！,我們一起玩Idle Store吧。,มาเล่น Idle Store ด้วยกันเถอะ,Jouons ensemble au Idle Store.
STRING_SHARE_SUB,Idle Store 같이해요.,Let’s do Idle Store.,Lass uns Idle Store zusammen spielen.,Присоединяйтесь к Idle Store.,Idle Storeで一緒に遊びましょう。,加入Idle Store吧！,來玩Idle Store吧。,เล่น Idle Store ด้วยกันเถอะ,Jouons ensemble au Idle Store.
STRING_STEP_TEST_TITLE,STRING_STEP_TEST_TITLE,22,,,,,,,
STRING_STEP_TEST_CONTENTS,STRING_STEP_TEST_CONTENTS,33,,,,,,,
STRING_VIP,VIP,VIP,VIP,VIP,VIP客,VIP,VIP,VIP,VIP
STRING_EMPLOYEE,종업원,EMPLOYEE,Angestellter ,Работник ,従業員 ,员工 ,員工 ,พนักงาน ,Employé 
STRING_STORE_OPEN,<s0> Lv<s1>,,,,,,,,
STRING_CHAR_COUNT,명,,,,,,,,
STRING_TUTO_1,퀘스트 아이콘을 터치하면 상세 정보를 볼 수 있어요.,Touch the quest icon to view detailed information.,"Wenn Sie das Quest-Symbol berühren, können Sie die Details sehen.","Коснитесь значка квеста, чтобы просмотреть подробную информацию.",クエストアイコンをタップすると、詳細情報を確認できます。,触摸任务图标即可查看详细信息。,點擊任務圖示來查看詳細資訊。,แตะไอคอนภารกิจเพื่อดูข้อมูลโดยละเอียด,"Si vous touchez l'icône de quête, vous pouvez voir les détails."
STRING_TUTO_2,버튼을 누르면 손님을 불러 올 수 있어요.,Press the button to call in customers.,"Wenn Sie die Taste drücken, können Sie Gäste herbeirufen.","Вы можете пригласить клиентов, нажав на кнопку.",ボタンを押すと、お客さんを呼び込めます。,点击按钮即可邀请客人。,點擊按鈕來呼叫客人。,คุณสามารถเชิญลูกค้าโดยกดปุ่ม,"Si vous appuyez sur le bouton, vous pouvez convoquer des invités."
STRING_TUTO_3,상품 버튼을 누르면 목록을 볼 수 있어요.,Press the item button to view the list.,"Wenn Sie die Produkttaste drücken, können Sie die Liste sehen.","Нажмите кнопку продукта, чтобы просмотреть список.",商品ボタンを押すと、リストを確認できます。,点击商品按钮即可查看列表。,點擊商品按鈕來查看清單。,คลิกปุ่มสินค้าเพื่อดูรายการ,"Si vous appuyez sur le bouton du produit, vous pouvez voir la liste."
STRING_TUTO_4,편집 버튼을 누르면 편집 모드로 들어갈 수 있어요.,Press the edit button to enter the edit mode.,"Wenn Sie die Bearbeiten-Taste drücken, gelangen Sie in den Bearbeitungsmodus.","Нажмите кнопку редактирования, чтобы войти в режим редактирования.",編集ボタンを押すと、編集モードに進入できます。,点击编辑按钮即可进入编辑模式。,點擊編輯按鈕來進入編輯模式。,กดปุ่มแก้ไขเพื่อเข้าสู่โหมดแก้ไข,"Si vous appuyez sur le bouton d'édition, vous entrerez en mode d'édition."
STRING_TUTO_5,진열 되어있는 상품의 정보를 알 수 있고<br>카드를 선택하면 진열된 상품을 교환 할 수 있어요.,You can find out the information on the displayed items<br>and exchange the displayed items by selecting a card.,"Sie können die Informationen zu den angezeigten Produkten abrufen<br>und die angezeigten Produkte umtauschen, indem Sie eine Karte auswählen.","Вы можете увидеть информацию о продуктах на экране, и вы также можете обменять отображаемые продукты, выбрав карту.",陳列されている商品の情報を知ることができ、<br>カードを選ぶと陳列された商品を取り替えることができます。,可了解展示商品的信息，点击<br>卡片即可更换展示的商品。,可以瞭解陳列商品的資訊，<br>選擇卡片即可更換陳列商品。,คุณสามารถทราบข้อมูลของสินค้าที่แสดง<br>และสามารถแลกเปลี่ยนสินค้าที่แสดงโดยการเลือกการ์ด,Vous pouvez obtenir les informations sur les produits affichés<br>et échanger les produits affichés en sélectionnant une carte.
STRING_TUTO_6,진열대 버튼을 누르면 목록을 볼 수 있어요.,Press the display stand button to view the list.,"Wenn Sie die Anzeigetaste drücken, können Sie die Liste sehen.","Нажмите кнопку полки, чтобы просмотреть список.",陳列台ボタンを押すと、リストを確認できます。,点击货架按钮即可查看列表。,點擊陳列架按鈕來查看清單。,คลิกปุ่มชั้นวางเพื่อดูรายการ,"Si vous appuyez sur le bouton d'un stand d’affichage, vous pouvez voir la liste."
STRING_TUTO_7,"빨간색은 확인 버튼, 하늘색은 회전 버튼, <br>회색은 취소 버튼 이에요.","Red is a confirmation button, sky blue is a rotation button, <br>and gray is a cancel button.","Rot ist eine Bestätigungstaste, Himmelblau ist eine Rotationstaste<br>und Grau ist eine Abbruchtaste.","Красный — кнопка «ОК», светло-синий — кнопка ""Повернуть"", а серый — кнопка «Отмена».",赤色は確認ボタン、水色は回転ボタン、<br>灰色はキャンセルボタンです。,红色是确认按钮，天蓝色是旋转按钮，<br>灰色是取消按钮。,紅色是確定按鈕，天藍色是旋轉按鈕，<br>灰色是取消按鈕。,สีแดงคือปุ่ม OK สีน้ำเงินอ่อนคือปุ่มหมุน<br>และสีเทาคือปุ่มยกเลิก,"Le rouge est un bouton de confirmation, le bleu ciel est un bouton de rotation<br>et le gris est un bouton d'annulation."
STRING_TUTO_8,주황색 물음표를 터치하면<br>상품을 배치할 수 있어요.,Touch the orange question mark<br>to place the item.,"Wenn Sie das orange Fragezeichen berühren,<br>können Sie das Produkt platzieren.","Вы можете разместить продукт, коснувшись оранжевого знака вопроса.",オレンジ色のクエスチョンマークをタップすると、<br>商品を配置できます。,点击橙色问号即可放置<br>商品。,點擊橘色問號<br>來配置商品。,แตะเครื่องหมายคำถามสีส้ม<br>เพื่อวางสินค้า,"Si vous touchez le point d'interrogation orange,<br>vous pouvez placer le produit."
STRING_TUTO_9,찾기 버튼을 누르면 퀘스트 진행을 위한 곳으로 <br>빠르게 갈 수 있어요.,"If you click the Find button, <br>you can quickly go to the place to proceed with the quest!","Wenn Sie die Schaltfläche Suchen drücken,<br>können Sie schnell zum Ort der Quest gehen.","Если вы нажмете кнопку поиска, вы сможете быстро перейти к месту для продолжения квеста.",検索ボタンを押すと、クエスト進行のための場所へ<br>すみやかに移動できます。,点击“查找”按钮即可<br>快速前往任务地点。,點擊尋找按鈕<br>就能快速前往任務進行的位置！,เมื่อคลิกปุ่มค้นหาจะสามารถไปที่สถานที่ทำภารกิจ<br>ได้อย่างรวดเร็ว,"Si vous appuyez sur le bouton Rechercher,<br>vous pouvez accéder rapidement à l'emplacement de la quête."
STRING_TUTO_10,상품 카드를 모으면 레벨업을 할 수 있어요.,You can level up by collecting item cards.,"Wenn Sie Produktkarte sammeln, können Sie aufleveln.","Вы можете повышать уровень, собирая карточки товаров.",商品カードを集めると、レベルアップができます。,收集商品卡即可升级。,收集商品卡就能升級。,คุณสามารถเพิ่มเลเวลได้ ด้วยการรวบรวมการ์ดสินค้า,"Au fur et à mesure que vous collectez des cartes de produits, vous pouvez élever le niveau."
STRING_TUTO_11,캐릭터 버튼을 누르면 종업원과 VIP의 목록을 볼 수 있어요.,Press the character button to view the list of clerks and VIPs.,"Wenn Sie die Zeichentaste drücken, können Sie die Liste der Mitarbeiter und VIPs sehen.","Если вы нажмете кнопку персонажа, вы увидите список сотрудников и VIP-персон.",キャラクターボタンを押すと、従業員とVIP客のリストを確認できます。,点击角色按钮即可查看职员和VIP列表。,點擊角色按鈕來查看店員與VIP清單。,หากคุณกดปุ่มตัวอักษร คุณจะเห็นรายชื่อพนักงานและวีไอพี,"Si vous appuyez sur la touche de caractère, vous pouvez voir la liste de l’employé et des VIP."
STRING_TUTO_12,종업원과 VIP는 스토어 레벨 보상으로 얻을 수 있어요.,Clerks and VIPs can be obtained as store level rewards.,Mitarbeiter und VIPs können Sie durch Belohnung des Ladens erhalten.,Сотрудников и VIP-персон можно получить в качестве наград на уровне магазина.,従業員とVIP客は、ストアレベル報酬で獲得できます。,商店升级即可获得职员和VIP。,店員與VIP可透過商店等級獎勵獲得。,คุณสามารถมีพนักงานและวีไอพีเพิ่มขึ้นได้ โดยใช้รางวัลจากเลเวลสโตร์,Les employés et les VIP peuvent être obtenus en récompensant le magasin.
STRING_TUTO_13,종업원 카드를 터치하면 배치 할 수 있어요.,Touch the clerk card to place it.,"Wenn Sie die Mitarbeiterkarte berühren, können Sie es platzieren.","Вы можете разместить сотрудника, коснувшись его карточки.",従業員カードをタップすると配置できます。,点击职员卡即可放置。,點擊店員卡片來配置。,คุณสามารถจัดวางได้โดยแตะที่การ์ดพนักงาน,"Si vous touchez la carte de l'employé, vous pouvez la placer."
STRING_TUTO_14,골드를 사용해 종업원 레벨을 올릴 수 있어요.,Use gold to raise the clerk level.,"Sie können Gold verwenden, um die Mitarbeiterstufe zu erhöhen.","Вы можете использовать золото, чтобы повысить уровень вашего сотрудника.",ゴールドを使って、従業員レベルを上げることができます。,可以使用黄金提升职员等级。,使用金幣來提升店員等級。,คุณสามารถใช้ทองเพื่อเพิ่มเลเวลพนักงานของคุณ,Vous pouvez utiliser l'or pour élever le niveau de l’employé.
STRING_TUTO_15,VIP는 빠르고 많은 양을 구매할 수 있어요.<br>하지만 호출 쿨타임이 있어요.,VIPs can buy large quantities quickly.<br>But there is a call cooldown.,VIPs können schnell und in großen Mengen einkaufen.<br>Aber es gibt eine Abklingzeit.,VIP-персоны могут покупать быстро и в больших количествах.<br>Но нужна перезарядка звонка.,VIP客は手早く大量に購入できます。<br>ただし、呼び出しクールタイムがあります。,VIP可迅速购买大量商品，<br>但有邀请冷却时间。,VIP可以更快速地購買大量商品。<br>但有呼叫冷卻時間。,VIP สามารถซื้อได้อย่างรวดเร็วและในปริมาณมาก<br>แต่มีคูลดาวน์การโทร,Les VIP peuvent acheter rapidement et en gros.<br>Mais il y a un temps de recharge.
STRING_TUTO_16,골드를 사용해 VIP 레벨을 올릴 수 있어요.,Use gold to raise the VIP level.,"Sie können Gold verwenden, um das VIP-Level zu erhöhen.","Вы можете использовать золото, чтобы повысить уровень VIP.",ゴールドを使って、VIP客のレベルを上げることができます。,可以使用黄金提升VIP等级。,使用金幣來提升VIP等級。,สามารถใช้ทองเพื่อเพิ่มเลเวลวีไอพี,Vous pouvez utiliser l'or pour élever le niveau VIP.
STRING_TUTO_17,설치 된 내부꾸미기를 터치하면 꾸미기 보상을 받을 수 있어요.,Touch the installed Interior Decoration to receive a decoration reward.,"Wenn Sie die installierte Innendekoration berühren, können Sie eine Dekorationsbelohnung erhalten.","Вы можете получить награду за украшение, прикоснувшись к установленному декору.",設置された内部デコをタップすると、デコ報酬を獲得できます。,点击已安装的室内装饰即可获得装饰奖励。,點擊安裝好的內部裝飾，即可獲得裝飾獎勵。,สามารถรับรางวัลการตกแต่งได้โดยแตะการตกแต่งภายในที่ติดตั้งไว้,"Si vous touchez la décoration intérieure installée, vous pouvez obtenir une récompense de décoration."
STRING_TUTO_18,"골드로 구매한 꾸미기는 골드 보상을,<br>루비로 구매한 것은 루비 보상을 받을 수 있어요.","Decorations purchased with gold receive gold rewards,<br>and items purchased with rubies receive ruby ​​rewards.",Sie können Goldbelohnungen für das Dekorieren von Gold <br> und Rubinbelohnungen für den Kauf von Rubinen erhalten.,"Украшения, купленные за золото, получают золотые награды, а предметы, купленные за рубины, получают рубиновые награды.",ゴールドで購入したデコはゴールド報酬を、<br>ルビーで購入したものはルビー報酬を獲得できます。,用黄金购买的装饰可获得黄金奖励，<br>用红宝石购买的装饰可获得红宝石奖励。,以金幣購買的裝飾可以獲得金幣獎勵，<br>以紅寶石購買的裝飾則能獲得紅寶石獎勵。,ของตกแต่งที่ซื้อด้วยทองคำจะได้รับรางวัลทองคำ<br>และสินค้าที่ซื้อด้วยรูบี้จะได้รับรางวัลรูบี้,Vous pouvez obtenir des récompenses en or pour la décoration d'or <br> et des récompenses en rubis pour l'achat de rubis.
STRING_TUTO_19,일일 퀘스트를 통해 얻은 카드 팩은 보상 팝업에서 확인할 수 있어요.,Card packs obtained through daily quests can be viewed in the reward pop-up.,"Kartenpakete, die durch tägliche Quests erhalten wurden, können im Belohnungs-Popup gefunden werden.","Наборы карт, полученные с помощью ежедневных квестов, можно просмотреть во всплывающем окне с наградами.",デイリークエストを通じて獲得したカードパックは、報酬ポップアップで確認できます。,可在奖励弹窗中查看通过日常任务获得的卡包。,可在獎勵彈出式視窗中查看透過每日任務獲得的卡包。,แพ็คการ์ดที่ได้รับจากภารกิจรายวันสามารถดูได้ในป๊อปอัพของรางวัล,Les packs de cartes obtenus via les quêtes quotidiennes peuvent être trouvés dans la fenêtre contextuelle des récompenses.
STRING_TUTO_20,카드팩을 오픈하면 일정 시간이 지난 이후 보상을 획득 할 수 있어요.,"If you open the card pack, you can get a reward after a certain period of time.","Wenn Sie das Kartenpaket öffnen, können Sie nach einer bestimmten Zeit eine Belohnung erhalten.","Если вы откроете колоду карт, вы сможете получить награды по истечении определенного периода времени.",カードパックを開封すると、一定時間経過後に報酬を獲得できます。,打开卡包即可在一定时间后获得奖励。,開啟卡包經過一定時間後將獲得獎勵。,หากคุณเปิดแพ็คการ์ด คุณสามารถรับรางวัลได้หลังจากผ่านช่วงระยะเวลาหนึ่งไป,"Lorsque vous ouvrez le paquet de cartes, vous pouvez obtenir une récompense après un certain temps."
STRING_TUTO_21,상품을 계산하면 종업원의 버프를 일정한 확률로 얻을 수 있어요.,"If you pay for an item, you can get the clerk’s buff with a certain probability.","Wenn Sie das Produkt berechnen, können Sie mit einer bestimmten Wahrscheinlichkeit den Buff des Mitarbeiters erhalten.","Если посчитать товар, то с определенной вероятностью можно получить бафф работника.",商品を会計すると、従業員のバフが一定の確率で獲得できます。,计算商品即可按一定概率获得员工的增益。,商品結帳時即可以一定機率獲得店員增益。,หากคุณคิดเงินสินค้า คุณจะได้รับบัฟของพนักงานด้วยความน่าจะเป็นที่แน่นอน,"Si vous calculez le produit, vous pouvez obtenir le buff de l'employé avec une certaine probabilité."
STRING_TUTO_22,버프 체인이 성공하면 버프의 지속시간이 길어져요.,"If the buff chain succeeds, the duration of the buff will be longer.","Wenn die Buff-Kette erfolgreich ist, wird die Dauer des Buffs länger sein.","Если цепочка баффов сработает, продолжительность баффа будет больше.",バフチェーンが成功すると、バフの持続時間が延長されます。,增益链成功即可延长增益的持续时间。,增益連結成功時，增益的持續時間將增加。,หากห่วงโซ่บัฟสำเร็จ ระยะเวลาของบัฟจะนานขึ้น,"Si la chaîne de buffs réussit, la durée du buff sera plus longue."
STRING_TUTO_23,손님을 불러오면 피버 게이지를 얻을 수 있어요.,You can get a Fever Gauge by calling in customers.,"Wenn Sie Kunden herbeirufen, können Sie Fieber-Messgerät erhalten.","Вы можете получить Измеритель Лихорадки, пригласив клиентов.",お客さんを呼び込むと、フィーバーゲージを獲得できます。,邀请客人即可获得Fiber Gauge。,呼叫客人時可累積計量條。,คุณสามารถรับฟีเวอร์เกจได้โดยการเชิญลูกค้า,"Si vous convoquez des clients, vous pouvez obtenir une jauge de fièvre."
STRING_TUTO_24,월드에가면 랭킹을 확인할 수 있어요.,You can check the ranking by going to the World.,"Wenn Sie in die Welt bewegen, können Sie die Rangliste überprüfen.","Вы можете проверить рейтинг, зайдя в ""Мир"".",ワールドに出ると、ランキングを確認できます。,前往世界即可查看排名。,前往世界即可查看排行榜。,คุณสามารถตรวจสอบอันดับโดยไปที่เวิรล์ด,"Au fur et à mesure que vous vous déplacez dans le monde, vous pouvez consulter le classement."
STRING_TUTO_25,월드에가면 친구 목록을 확인할 수 있어요.,You can check the Buddy List by going to the World.,"Wenn Sie in die Welt bewegen, können Sie die Liste der Freunde überprüfen.","Если вы идете в ""Мир"", вы можете проверить свой список друзей.",ワールドへ行くと、フレンドリストを確認できます。,前往世界即可查看好友列表。,前往世界即可查看好友清單。,ไปที่เวิรล์ดเพื่อตรวจสอบรายชื่อเพื่อนของคุณ,"Lorsque vous vous déplacez dans le monde, vous pouvez consulter la liste d'amis."
STRING_TUTO_26,10번을 눌러봐!!!,Click number 10!,Drück 10 mal!!!,Нажми 10 раз!!!,10番を押してみて!!!,按下10！！！,按10次試試看！！！,ลองกดหมายเลข 10 ดู!!!,Appuyez 10 fois !!!
STRING_TUTO_27,퀘스트 아이콘을 터치해봐!!,Touch the quest icon!,Berühre das Quest-Symbol!!,Коснитесь значка квеста!!,クエストアイコンをタップしてみて!!,点击任务图标！！,點擊任務圖示試試看！！,ลองแตะไอคอนเควสดู!!,Touchez l'icône de quête !!
STRING_TUTO_28,보상받기 버튼을 터치하면 클리어 보상을 받을 수 있어!!,Touch the Get Reward button to receive a clear reward!,"Wenn du Belohnung-Erhalten-Taste berührst, kannst du eine Abschloss-Belohnung erhalten!!","Если вы нажмете кнопку получения награды, вы можете получить награду за прохождение!",報酬受取ボタンをタップすると、クリア報酬がもらえるよ!!,点击领取奖励按钮即可获得过关奖励！,點擊領取獎勵按鈕就能獲得完成獎勵！！,หากแตะปุ่มรับรางวัลจะสามารถรับรางวัลได้!!,"Si vous touchez le bouton obtenir une récompense, vous pouvez obtenir une récompense d'achèvement !!"
STRING_TUTO_29,바로가기 버튼을 터치하면 퀘스트 진행위치로 이동해!,Touch the Shortcut button to go to the quest in progress!,"Wenn du Sofort-Bewegung-Taste berührst, bewegst du dich zum Questort!","Коснитесь кнопки быстрого доступа, чтобы перейти к месту выполнения квеста!",ショートカットボタンをタップすると、クエスト進行位置へ移動するよ！,点击快捷方式按钮即可前往任务进度位置！,點擊立即前往按鈕就能移動到任務進行位置！,แตะปุ่มทางลัดเพื่อไปยังตำแหน่งที่ทำภารกิจ!,"Si vous touchez le bouton de déplacement instantané, vous vous déplacerez vers le lieu de la quête !"
STRING_TUTO_30,꾸미기 팝업을 터치해서 꾸미기 보상을 받을 수 있어!,Touch the Decoration button to receive a decoration reward!,"Wenn du das Dekorations-Popup berührst, kannst du Dekorationsbelohnung erhalte!","Вы можете получить награду за декор, коснувшись всплывающего окна с украшением!",デコポップアップをタップすることで、デコ報酬がもらえるよ！,点击装饰弹窗即可获得装饰奖励！,點擊裝飾彈出式視窗，就能獲得裝飾獎勵！,คุณสามารถรับรางวัลของตกแต่งได้โดยแตะที่ป๊อปอัพของตกแต่ง!,"Si vous touchez la fenêtre contextuelle de décoration, vous pouvez obtenir une récompense de décoration !"
STRING_TUTO_31,시작 버튼을 터치하면 일정 시간이 지난 이후 보상을 받을 수 있어!!,"If you touch the start button, you can get a reward after a certain period of time!","Wenn du Starttaste berührst, kannst du nach einer bestimmten Zeit eine Belohnung erhalten!!","Если вы коснетесь кнопки запуска, вы можете получить награду через определенное количество времени!!",開始ボタンをタップすると、一定時間後に報酬がもらえるよ!!,点击开始按钮即可在一定时间后获得奖励！,點擊開始按鈕，在一定時間後就能獲得獎勵！！,หากคุณแตะปุ่มเริ่มต้น คุณจะได้รับรางวัลหลังจากเวลาผ่านไประยะหนึ่ง!!,"Si vous touchez le bouton de démarrage, vous pouvez obtenir une récompense après un certain temps !!"
STRING_TUTO_32,지금은 바로 보상을 받을 수 있어! 루비 팝업을 터치해봐!,You can get a reward right away! Touch Ruby pop-up!,Du kannst sofort eine Belohnung erhalten! Berühr Rubin-Popup!,Вы можете получить награду прямо сейчас! Коснитесь всплывающего окна с рубином!,今ならすぐに報酬がもらえるよ！ルビーポップアップをタップしてみて！,现在可领取奖励！点击红宝石弹窗！,現在可以領取獎勵！點擊紅寶石彈出式視窗！,สามารถรับรางวัลได้ทันที! ลองแตะป๊อปอัพรูบี้ดูสิ!,Vous pouvez obtenir une récompense tout de suite ! Touchez le popup rubis !
STRING_TUTO_33,계산하면 골드 또는 경험치를 얻을 수 있어!,You can get gold or EXP for checkouts!,"Wenn du berechnest, kannst du Gold oder EP erhalten!","Вы можете получить золото или очки опыта, через подсчет!",会計をすると、ゴールドや経験値が獲得できるよ！,结算即可获得黄金或经验值。,結帳即可獲得金幣或經驗值！,คุณจะได้รับทองหรือคะแนนประสบการณ์โดยการคิดเงิน!,"Si vous calculez, vous pouvez obtenir de l'or ou de l'XP !"
eQuest_Goods_Display,GOODS,,,,,,,,
eQuest_Goods_Change,GOODS,,,,,,,,
eQuest_Goods_LevelUp,GOODS,,,,,,,,
eQuest_Goods_Buy,GOODS,,,,,,,,
eQuest_Vip_LevelUp,VIP,,,,,,,,
eQuest_Vip_Call,VIP,,,,,,,,
eQuest_Vip_Buy,VIP,,,,,,,,
eQuest_Normal_Call,GUEST,,,,,,,,
eQuest_Clark_Display,EMPLOYEE,,,,,,,,
eQuest_Clark_LevelUp,EMPLOYEE,,,,,,,,
eQuest_Clark_Buy,EMPLOYEE,,,,,,,,
eQuest_Deco_Display,DISPLAY,,,,,,,,
eQuest_Deco_Buy,DISPLAY,,,,,,,,
eQuest_Interior_Display,DECO,,,,,,,,
eQuest_Interior_Buy,DECO,,,,,,,,
eQuest_Pay_Click,,,,,,,,,
eQuest_Gold_Get,GOLD,,,,,,,,
eQuest_Exp_Get,,,,,,,,,
eQuest_Heart_Get,,,,,,,,,
eQuest_Daily_Clear,,,,,,,,,
eQuest_Rank_Game,RANK,,,,,,,,
eQuest_Store_Open,WORLD,,,,,,,,
eQuest_Daily_Quest,QUEST,,,,,,,,
eQuest_Card_Pack_Open,CARDPACK,,,,,,,,
eQuest_Deco_Event,DECO,,,,,,,,
STRING_NO_CARD_SLOT,빈 카드 슬롯이 없습니다.,There is no empty card slot.,Es gibt keinen freien Kartensteckplatz.,Нет пустых слотов для карт.,空きカードスロットがありません。,没有空卡槽。,無空的卡片欄位。,ไม่มีช่องเสียบการ์ดเปล่า,Il n'y a pas d'emplacement de carte vide.
STRING_CARD_BRONZE,브론즈 카드,Bronze Card,Bronzekarte,Бронзовая карта,ブロンズカード,铜卡,銅卡,การ์ดบรอนซ์,Carte bronze
STRING_CARD_SILVER,실버 카드,Silver Card,Silbernekarte,Серебряная карта,シルバーカード,银卡,銀卡,การ์ดเงิน,Carte d'argent
STRING_CARD_GOLD,골드 카드,Gold Card,Goldenekarte,Золотая карта,ゴールドカード,金卡,金卡,การ์ดทอง,Carte d'Or
STRING_CARD_PLATINUM,플래티넘 카드,Platinum Card,Platinkarte,Платиновая карта,プラチナカード,白金卡,白金卡,การ์ดแพลตตินัม,Carte de platine
